,Date,User,Tweet
1042,2023-03-03 14:36:30+00:00,Anto_Falcon_,"@lemonapp_ar Hace rato no participaba, asi que espero tener suerte acumulada $anto.falcon"
1043,2023-03-03 14:36:11+00:00,JBrahian19,@lemonapp_ar $elbrayandelaschicas
1044,2023-03-03 14:36:05+00:00,ArtVandelay1998,@lemonapp_ar $dmpt.lemon
1045,2023-03-03 14:36:01+00:00,LauosesLau,@lemonapp_ar $lauoses
1046,2023-03-03 14:35:43+00:00,razor430,@lemonapp_ar $razor430
1047,2023-03-03 14:35:35+00:00,kuncordobes,@lemonapp_ar $kun
1048,2023-03-03 14:35:09+00:00,ednem6586,@lemonapp_ar $ednem6586
1049,2023-03-03 14:35:08+00:00,NahuelNRod,@lemonapp_ar $nnr96
1050,2023-03-03 14:35:05+00:00,matiasdenevi,@lemonapp_ar $mdenevi
1051,2023-03-03 14:35:03+00:00,InversoBot,"COTIZACION COMPRA-VENTA USDT/ARS: 
@belo_app: 366 / 359

@buenbit: 369.5 / 365.5

@lemonapp_ar: 369.66 / 360.19

@tiendacrypto: 373 / 365

@RipioApp: 373 / 365

@fiwind_io: 371 / 367

@SatoshiTango: 373.19 / 345.19"
1052,2023-03-03 14:34:37+00:00,oneworldornoone,@lemonapp_ar $voidzian
1053,2023-03-03 14:34:32+00:00,Taka_Rodri,@lemonapp_ar $manuelr
1054,2023-03-03 14:34:12+00:00,marcossindio,@lemonapp_ar $deyurca
1055,2023-03-03 14:34:02+00:00,fenolico66,@lemonapp_ar $ddd666
1056,2023-03-03 14:33:58+00:00,FFerNavarro,@lemonapp_ar $fernando.navarro
1057,2023-03-03 14:33:54+00:00,El_Lado_A,@lemonapp_ar $gaston810
1058,2023-03-03 14:33:46+00:00,LuzbelitoDeBoca,@lemonapp_ar Esta es la mia $luzbelitodeboca
1059,2023-03-03 14:33:46+00:00,iaxy86,@lemonapp_ar $iaxy
1060,2023-03-03 14:33:40+00:00,Agrishh,@lemonapp_ar $cnorambuena10
1061,2023-03-03 14:33:35+00:00,sanMartinCoin_,@lemonapp_ar $lemon3
1062,2023-03-03 14:33:33+00:00,WakeUpAndru,@lemonapp_ar $aandres2
1063,2023-03-03 14:33:30+00:00,pamelaitoledo,@lemonapp_ar $pamelaives83
1064,2023-03-03 14:33:02+00:00,cavaleten,@lemonapp_ar $cavaleten
1065,2023-03-03 14:32:37+00:00,Lucawilliams,@lemonapp_ar $lucawilliams26
1066,2023-03-03 14:32:21+00:00,JulianchoMoreno,@lemonapp_ar $julianmoreno
1067,2023-03-03 14:31:53+00:00,ElFacu03,@lemonapp_ar $elfacu03
1068,2023-03-03 14:31:47+00:00,mga__mg,@lemonapp_ar $maurogalvan
1069,2023-03-03 14:31:34+00:00,MiltonBugallo,@lemonapp_ar $miltonson
1070,2023-03-03 14:31:18+00:00,nachorendeli,@lemonapp_ar $nachorendeli 🍋🍋🍋🍋
1071,2023-03-03 14:31:01+00:00,marcris99,@lemonapp_ar $marcris99
1072,2023-03-03 14:30:49+00:00,juanprios97,@lemonapp_ar $toasternerd
1073,2023-03-03 14:30:41+00:00,EltanoDanielle,@lemonapp_ar $eltano62
1074,2023-03-03 14:30:41+00:00,LopesAMatias,@lemonapp_ar Mlopesamorin
1075,2023-03-03 14:30:39+00:00,sofakma_,@lemonapp_ar $sfcoello 🍋💛
1076,2023-03-03 14:30:25+00:00,klaudiohuntt,@lemonapp_ar $claudioy
1077,2023-03-03 14:30:18+00:00,martim_rob,@lemonapp_ar $martim.rob
1078,2023-03-03 14:30:04+00:00,InversoBot,"COTIZACION COMPRA-VENTA DAI/ARS: 
@belo_app: 366.18 / 357.79

@buenbit: 369.4 / 365.4

@lemonapp_ar: 369.59 / 360.08

@tiendacrypto: 373.11 / 365.11

@RipioApp: 377.98 / 354.96

@fiwind_io: 371 / 367

@SatoshiTango: 372.82 / 344.85"
1079,2023-03-03 14:30:01+00:00,btc_alm,@lemonapp_ar $btc_alm
1080,2023-03-03 14:29:43+00:00,FrancoMacaroni,@lemonapp_ar $franmacaroni
1081,2023-03-03 14:29:38+00:00,ale_obaid,@lemonapp_ar $aleobaid
1082,2023-03-03 14:29:37+00:00,Harexz1,@lemonapp_ar $harexz
1083,2023-03-03 14:29:24+00:00,GianConforti98,@lemonapp_ar $gconfort1
1084,2023-03-03 14:29:23+00:00,ToomiCia,@lemonapp_ar $tomicia_
1085,2023-03-03 14:29:09+00:00,Frankie_BTC,@lemonapp_ar $jlarranaga
1086,2023-03-03 14:29:04+00:00,nico_massei,@lemonapp_ar $nico.massei
1087,2023-03-03 14:28:52+00:00,aeg_221998,@lemonapp_ar $agustinganin
1088,2023-03-03 14:28:44+00:00,PanchoCassin,@lemonapp_ar $pancho15
1089,2023-03-03 14:28:43+00:00,leandro_perez21,@lemonapp_ar $leanperez21
1090,2023-03-03 14:28:28+00:00,IPSQL07,@lemonapp_ar $jcejas.71
1091,2023-03-03 14:28:23+00:00,nahuelqquiroz,@lemonapp_ar $nahuelquiroz
1092,2023-03-03 14:28:21+00:00,ramiroquerejeta,@lemonapp_ar $ramaeth
1093,2023-03-03 14:28:19+00:00,lucholamione,@lemonapp_ar $llamione1 🙄🙏
1094,2023-03-03 14:28:19+00:00,RandomSelect90,@lemonapp_ar $rezzano
1095,2023-03-03 14:28:16+00:00,LizKevin_n,@lemonapp_ar $kevinliz
1096,2023-03-03 14:28:10+00:00,azulabig,@lemonapp_ar azumistiduki
1097,2023-03-03 14:28:09+00:00,JuaniBermejo07,@lemonapp_ar $juanibermejo01
1098,2023-03-03 14:28:03+00:00,gabyrendo,"@lemonapp_ar 

$gabyr"
1099,2023-03-03 14:27:55+00:00,QDL,@lemonapp_ar $lemonfabian
1100,2023-03-03 14:27:52+00:00,Ramiro70621431,@lemonapp_ar $ramanewells
1101,2023-03-03 14:27:50+00:00,LabartheLionel,@lemonapp_ar $liolab7
1102,2023-03-03 14:27:46+00:00,KUNMAGICIAN,@lemonapp_ar $kunmagician
1103,2023-03-03 14:27:41+00:00,EvilWarren,@lemonapp_ar $mdigrego
1104,2023-03-03 14:27:38+00:00,gabyrendo,"@lemonapp_ar $gabyr 
@lemonapp_ar"
1105,2023-03-03 14:27:27+00:00,nahuelmbenitez,@lemonapp_ar $nbenitez928
1106,2023-03-03 14:27:14+00:00,IvanFlaminii,@lemonapp_ar $ivna57
1107,2023-03-03 14:27:00+00:00,SoyPatoCreativo,@lemonapp_ar $pat0
1108,2023-03-03 14:26:59+00:00,Jestercito_,@lemonapp_ar $jester
1109,2023-03-03 14:26:58+00:00,Juandre9X,@lemonapp_ar $jmoral
1110,2023-03-03 14:26:53+00:00,LautaSSC,@lemonapp_ar $lssctraderctes87
1111,2023-03-03 14:26:51+00:00,AyanokojiPelon,@lemonapp_ar $jolez
1112,2023-03-03 14:26:47+00:00,juancarlos_utn,@lemonapp_ar $jgomes1
1113,2023-03-03 14:26:45+00:00,diee_torres,@lemonapp_ar $dietorres 🍋
1114,2023-03-03 14:26:39+00:00,ccamrod,@lemonapp_ar $crod
1115,2023-03-03 14:26:37+00:00,caritadealien,@lemonapp_ar $y.alejo
1116,2023-03-03 14:26:33+00:00,LucasCariddi,@lemonapp_ar $lcariddi07 🍋
1117,2023-03-03 14:26:27+00:00,ArielBar1,@lemonapp_ar $viejobar
1118,2023-03-03 14:26:24+00:00,MauroMa23,@lemonapp_ar $mauromarquez23
1119,2023-03-03 14:26:20+00:00,jero_999,@lemonapp_ar $jero999
1120,2023-03-03 14:26:17+00:00,javi_fili,@lemonapp_ar $jf.fx19
1121,2023-03-03 14:26:12+00:00,tomycere,@lemonapp_ar $tomycere
1122,2023-03-03 14:26:10+00:00,Numero165,@lemonapp_ar Que pasa con los #JUICE ' S ?
1123,2023-03-03 14:26:10+00:00,LautaHern,@lemonapp_ar $lautahern
1124,2023-03-03 14:26:01+00:00,sebapetrini,@lemonapp_ar $spetrini
1125,2023-03-03 14:26:00+00:00,luckita73,@lemonapp_ar $lspinetta
1126,2023-03-03 14:25:53+00:00,otirhcp,@lemonapp_ar $octavio86 https://t.co/rkwuHCCVR7
1127,2023-03-03 14:25:52+00:00,santiagoponce73,@lemonapp_ar $santiagop11
1128,2023-03-03 14:25:38+00:00,ErneSouza,@lemonapp_ar $erne.eth
1129,2023-03-03 14:25:38+00:00,fernlp2,@lemonapp_ar $fernlp
1130,2023-03-03 14:25:36+00:00,_artemis19,@lemonapp_ar $atenas
1131,2023-03-03 14:25:34+00:00,gimenezcarlos1,@lemonapp_ar $g1m3n3z
1132,2023-03-03 14:25:32+00:00,j0s3_22,@lemonapp_ar $jmaldona
1133,2023-03-03 14:25:25+00:00,hernannotfound,@lemonapp_ar $hernanhrg
1134,2023-03-03 14:25:25+00:00,AdrianMz1995,@lemonapp_ar $amenendez1095
1135,2023-03-03 14:25:10+00:00,_jairot,@lemonapp_ar $_jairot
1136,2023-03-03 14:25:06+00:00,negr_0,@lemonapp_ar $negr0
1137,2023-03-03 14:25:02+00:00,kakanwines,@lemonapp_ar $rnavarro71
1138,2023-03-03 14:24:54+00:00,Lucassalva,@lemonapp_ar $salvaking 🍋
1139,2023-03-03 14:24:50+00:00,LaL0_M,@lemonapp_ar $crypt0man
1141,2023-03-03 14:17:11+00:00,SERGIODPEREZ27,@lemonapp_ar Buenas en el día de ayer x la noche realice un retiro de mí plataforma comercial hacía Lemon y noe.figurs todavía..cuánto puede tardar si hay un plazo estipulado??
1142,2023-03-03 14:00:07+00:00,InversoBot,"RENDIMIENTO ANUAL USDT/USDC:
@belo_app: 3.0 %

@buenbit: 2.5 % / 2.5 %

@lemonapp_ar: 3.46 % / 2.0 %

@RipioApp: 8 %

@quantia_io: 0.0 %

@DECRYPTO_la: 9 %

@LetsBit_ok: 3.92 %

@fiwind_io: 3.5 %"
1143,2023-03-03 13:30:24+00:00,Eslodeon,"@eldanitoese @benjacusu @belo_app @lemonapp_ar no haces 70km para comerte un asado, para q queres las millas?"
1144,2023-03-03 13:28:51+00:00,eldanitoese,@benjacusu @belo_app @lemonapp_ar Me quedo con los puntos de uala+ que los canjeos x millas.
1148,2023-03-03 12:01:04+00:00,malendi,@benjacusu @belo_app @lemonapp_ar Cómo te gusta pagar comisiones
1149,2023-03-03 11:55:43+00:00,_tomascastro_,@benjacusu @belo_app @lemonapp_ar https://t.co/iU6HiL4jDC
1150,2023-03-03 11:39:30+00:00,AgusMiVida1,@lemonapp_ar @lucasariaa89 @LemonCash Hola tengo la tarjeta de Lemon y también tenia $10.81 pero no lo entiendo me pueden explicar como es soy nueva y como se usa gracias
1151,2023-03-03 11:15:44+00:00,benjacusu,"Che, entonces @belo_app no tiene mas #Cashback (eviten decirme que si fondeando con cripto) entonces volvemos a usar @lemonapp_ar o tenemos algún otro chevere? #TwitterEsServicio"
1152,2023-03-03 07:42:12+00:00,zetahiphop,@lemonapp_ar QUIEN FUE EL PELOTUDO QUE SE MANDO 18 LUCAS ENTRE LAS 4 Y 5 AM? ESTE NENE XDDDDD
1153,2023-03-03 05:37:35+00:00,turboolag,@Nico_Toso @lemonapp_ar 🤣🤣
1154,2023-03-03 05:37:20+00:00,turboolag,@Go_n_z_a_lo @lemonapp_ar 🤣🤣🤣🤣👍
1155,2023-03-03 04:34:42+00:00,ale24580478,@lemonapp_ar my gad es powell xD
1156,2023-03-03 03:27:35+00:00,Damian_macha,@lemonapp_ar Alguien puede hacer a @santisiri con UBI ? 😄
1157,2023-03-03 03:13:23+00:00,vwandres,@vickyguareschi @lemonapp_ar @EthereumDenver @lemoncheli @nachigimenez https://t.co/hx56JbMbUO
1158,2023-03-03 03:11:59+00:00,FedeOreggia,"@lemonapp_ar @EthereumDenver @lemoncheli @nachigimenez @vwandres Que seriedad la de ustedes dejando sin sistema a todos los usuario de Iphone 6 sin previo aviso como lo hacen todas las demas APP. Estamos trabajando para solucionarlo lo antes posible, dijo soporte hace casi ya un mes! Imaginate si esto te lo hace tu Banco?"
1159,2023-03-03 03:10:18+00:00,soymay3288,@lemonapp_ar Geniales...
1160,2023-03-03 02:38:39+00:00,inesbottac,@lemonapp_ar Ta weno
1161,2023-03-03 02:19:30+00:00,rijonet,@lemonapp_ar USDT
1162,2023-03-03 01:30:52+00:00,DavidJofre10,@patitoilari @lemonapp_ar No
1163,2023-03-03 01:11:49+00:00,MrRubenDario,@lemonapp_ar @coderhouse Tiene un LÍMITE de gasto la tarjeta x día?
1164,2023-03-03 00:20:32+00:00,patitoilari,"@DavidJofre10 @lemonapp_ar Hola David, me paso lo mismo el día de hoy. Tuviste alguna respuesta? Alguna solución?"
1165,2023-03-02 22:47:04+00:00,GoGoPowedevel,"@lemonapp_ar 

No sabía que tenía desafíos lemon, y creo que legue un poco tarde porque la oportunidad es hasta el 2022 y estamos en 2023

😢😞😞😞😞😞 https://t.co/XiyCX7gMpf"
1166,2023-03-02 22:15:50+00:00,vickyguareschi,@lemonapp_ar @EthereumDenver @lemoncheli @nachigimenez @vwandres 👀😂 https://t.co/R1B1Zxyog8
1167,2023-03-02 21:35:13+00:00,sandrag2015,@lemonapp_ar @lumaxizaca Tengo el mismo problema! Te paso mi $lemontag
1168,2023-03-02 20:56:27+00:00,alegek1,@lemonapp_ar @EthereumDenver @lemoncheli @nachigimenez @vwandres Devuelvan el cashBack
1169,2023-03-02 20:54:28+00:00,maxirosson,"@nan_px @belo_app @LEMONAPP__AR No la use, pero por lo que veo, si bien la app se puede usar desde argentina, la tarjeta es solo para Mexico."
1170,2023-03-02 20:18:33+00:00,chrisapatino,"Muy contento de compartirles que ahora nuestro curso de Data Analytics está certificado por @lemonapp_ar 💪
Bienvenido Lemon a la misión de continuar democratizando la educación de Latinoamérica."
1171,2023-03-02 20:18:01+00:00,leandroriviello,"@LuloxEth @lemonapp_ar Le tire varias veces a ver si tiraba algo relacionado a un fantasma pero no hubo caso, y tampoco daba influenciarla tanto y decirle “che que sea un fantasma” jajaja"
1176,2023-03-02 20:11:08+00:00,coderhouse,"Siéntate para ver esta noticia 😱

¡Estamos muy felices! Desde hoy, @lemonapp_ar  certifica nuestro curso de Data Analytics

Esta unión nos permite seguir brindando educación práctica y de calidad en cada rincón de Latinoamérica 🚀

¡Bienvenido Lemon! Gracias por ser parte 💛 https://t.co/OhPKxfH39R"
1177,2023-03-02 20:10:03+00:00,InversoBot,"BNB-ARS COMPRA/VENTA: 

@buenbit: 111,503 / 108,255

@CryptoMKT: 111,486 / 107,232

@tiendacrypto: 111,000 / 109,650

@lemonapp_ar: 110,631 / 107,758"
1178,2023-03-02 20:05:03+00:00,InversoBot,"AXS-ARS COMPRA/VENTA: 

@buenbit: 3,604 / 3,499

@RipioApp: 3,640 / 3,417

@BitsoArg: 3,588 / 3,471

@lemonapp_ar: 3,579 / 3,484"
1179,2023-03-02 20:01:51+00:00,damacev47,@lemonapp_ar consulta no están entregando mas plásticos de tarjeta por algo ??
1180,2023-03-02 20:00:05+00:00,InversoBot,"AVAX-ARS COMPRA/VENTA: 

@buenbit: 6,474 / 6,285

@CryptoMKT: 6,468 / 6,213

@LetsBit_ok: 6,459 / 6,300

@lemonapp_ar: 6,425 / 6,257

@SatoshiTango: 6,422 / 5,900"
1181,2023-03-02 19:00:04+00:00,InversoBot,"BTC-ARS COMPRA/VENTA: 

@belo_app: 8,645,415 / 8,338,216
@buenbit: 8,714,600 / 8,460,700
@lemonapp_ar: 8,644,547 / 8,422,641
@tiendacrypto: 8,676,226 / 8,570,704
@RipioApp: 8,771,942 / 8,243,008
@fiwind_io: 8,652,249 / 8,570,181
@SatoshiTango: 8,626,884 / 7,980,716"
1182,2023-03-02 18:18:37+00:00,gabrielbatta,@lemonapp_ar Pedile a la ia que les arme los earns para las demas criptos
1183,2023-03-02 18:16:33+00:00,seergiobraok,@lemonapp_ar @EthereumDenver @lemoncheli @nachigimenez @vwandres -Che…. Chelo? https://t.co/u07acejnzz
1185,2023-03-02 18:11:32+00:00,LuloxEth,"@lemonapp_ar Este debería ser más spooky theme como el ecosistema de fantom, no parecer aquaman"
1186,2023-03-02 18:07:07+00:00,raister96,@lemonapp_ar #USDT  @lemonapp_ar https://t.co/bLCNGjyRAP
1187,2023-03-02 18:02:28+00:00,larrycarlson__,@Azyak_ @lemonapp_ar Scam
1188,2023-03-02 18:02:14+00:00,larrycarlson__,@FacuLavin @lemonapp_ar Scam
1190,2023-03-02 17:39:40+00:00,Pol690,@lemonapp_ar Donde lo pediste?
1191,2023-03-02 16:36:49+00:00,braian_javierA,@lemonapp_ar 🤩
1193,2023-03-02 15:19:37+00:00,Go_n_z_a_lo,@lemonapp_ar Hice lo mismo con $ZOE https://t.co/sFfMwVm6fS
1194,2023-03-02 15:07:32+00:00,FacuLavin,@lemonapp_ar Cuando va a haber novedades de Juice? 👀
1196,2023-03-02 14:56:02+00:00,maevesta_,"@lemonapp_ar qué onda lemon? quiero que mi mamá se haga lemoner pero no emiten más plástico... 🙄

marzo y seguimos esperando que reabran la emisión de tarjetas físicas: https://t.co/CDdtb3INl1"
1197,2023-03-02 14:35:03+00:00,InversoBot,"COTIZACION COMPRA-VENTA USDT/ARS: 
@belo_app: 363 / 358

@buenbit: 365.2 / 361.3

@lemonapp_ar: 365.62 / 356.21

@tiendacrypto: 367 / 363.6

@RipioApp: 367 / 363.6

@fiwind_io: 367 / 363.75

@SatoshiTango: 368.53 / 340.4"
1198,2023-03-02 14:30:04+00:00,InversoBot,"COTIZACION COMPRA-VENTA DAI/ARS: 
@belo_app: 364.11 / 356.71

@buenbit: 365.1 / 361.2

@lemonapp_ar: 365.58 / 356.14

@tiendacrypto: 367.07 / 363.67

@RipioApp: 374.42 / 350.13

@fiwind_io: 366.5 / 363.5

@SatoshiTango: 368.2 / 340.44"
1199,2023-03-02 14:21:24+00:00,criptomundete,@lemonapp_ar BTC siempre
1200,2023-03-02 14:20:59+00:00,EliasCanto_sn,@lemonapp_ar Cuál fue la IA que usaste?
1201,2023-03-02 14:16:10+00:00,PablocoDiaz,@lemonapp_ar ETH es literalmente Vitálik 😂
1202,2023-03-02 14:14:55+00:00,Azyak_,@lemonapp_ar Le pueden preguntar a la IA para que PIJA SIRVEN LOS JUICE?
1203,2023-03-02 14:09:24+00:00,GGuezuu,"@lemonapp_ar Muy interesante, porqué no le piden a la IA cómo atender correctamente a los clientes, porque la verdad cada vez peor"
1204,2023-03-02 14:02:47+00:00,maxsanb,@lemonapp_ar Es literalmente Vitalik Buterin
1205,2023-03-02 14:00:07+00:00,InversoBot,"RENDIMIENTO ANUAL USDT/USDC:
@belo_app: 3.0 %

@buenbit: 2.5 % / 2.5 %

@lemonapp_ar: 3.61 % / 2.17 %

@RipioApp: 8 %

@quantia_io: 0.0 %

@DECRYPTO_la: 9 %

@LetsBit_ok: 3.92 %

@fiwind_io: 3.5 %"
1206,2023-03-02 13:57:48+00:00,camiborinsky,@lemonapp_ar eu espectacular
1207,2023-03-02 13:43:15+00:00,KotGabriel,"@lemonapp_ar   No puede demorar tanto la acreditacion de una transferencia en mi cuenta. Ponganse las pilas. Volvi a usar la cuenta despues de 1 año y pico, y ahi me acorde por que la habia dejado de usar…. MALISIMO TODO!!!"
1208,2023-03-02 13:42:48+00:00,relapsent,@lemonapp_ar es igual a vitalik buterin jajajsjjaja
1209,2023-03-02 13:42:24+00:00,LaL0_M,@lemonapp_ar Esta zarpado el de polkadot
1210,2023-03-02 13:41:44+00:00,LaL0_M,@lemonapp_ar Terrible..
1211,2023-03-02 13:41:30+00:00,LaL0_M,@lemonapp_ar Jajajaj mato este...
1212,2023-03-02 13:37:44+00:00,Mr_Servilleta,@lemonapp_ar Y UST no le pediste don Limón?
1213,2023-03-02 13:35:53+00:00,flumnazenilo,@Nico_Toso @lemonapp_ar SuperDepresion se llama ese villano
1214,2023-03-02 13:35:21+00:00,CriptoHaomaru,@lemonapp_ar #BTC https://t.co/w26asDDQQn
1215,2023-03-02 13:35:18+00:00,flumnazenilo,@lemonapp_ar JAJAJAJAJ
1216,2023-03-02 13:34:42+00:00,JosuePa29003681,@lemonapp_ar @elonmusk
1217,2023-03-02 13:33:40+00:00,SoyMichelleWeb3,@lemonapp_ar USDT tiene vibra de tío Sam
1218,2023-03-02 13:33:08+00:00,Nico_Toso,@lemonapp_ar Y ARS?? 😂 https://t.co/E7ZxNUQC3q
1219,2023-03-02 13:33:01+00:00,JochiiCAB,@lemonapp_ar Luna 🤣 https://t.co/hYOEAezd7E
1233,2023-03-02 13:25:45+00:00,maxallub,"@lemonapp_ar Hola! Hice un reclamo anteriormente y no me contestaron de soporte, tampoco por privado. Agradecería si me pueden contestar! Gracias"
1234,2023-03-02 13:05:29+00:00,LautiiFernandez,@constanzabravi Merch de @lemonapp_ar 🍋
1235,2023-03-02 12:38:43+00:00,FireDemonages,"@lemonapp_ar Los recibió del génesis , están re perdidos …"
1236,2023-03-02 12:28:35+00:00,lat_hd,Se terminó lo que se daba; al final el 2% cashback en $Arg era una estrategia de market induction ; gracias @lemonapp_ar @belo_app
1237,2023-03-02 11:50:19+00:00,nan_px,"@maxirosson @belo_app @LEMONAPP__AR Hey Maxi estoy en la misma. Recién leo de la app Bitso, tenés alguna info de esa? Gracias"
1238,2023-03-02 03:41:05+00:00,pame_sacco,@lemonapp_ar Quierooo https://t.co/oka00BLo6y
1239,2023-03-02 02:03:24+00:00,SEBABAUDINO4631,@xetorthio @lemonapp_ar Devuelvanme los 400 mil q me chorearon en una transferenciaaaA
1241,2023-03-02 00:40:54+00:00,vickyguareschi,@yelojoquemira @lemonapp_ar Mira. Si estabas sobre Solana… no se si sabías que estuvo caía más de 20 horas la chain y trajo muchos problemas eso. Hubo un network update y post eso colapso. Espero te sirva la info.
1242,2023-03-02 00:37:38+00:00,yelojoquemira,"@vickyguareschi @lemonapp_ar Hola, se acreditaron hoy al mediodía…tres días despues del envío desde Phantom. Es la segunda vez que me pasa este mes con Lemon…es un montón, imaginate que las cripto salieron a un valor y las recibi con uno muy distinto, mas bajo obviamente porque ni esa suerte tuve."
1243,2023-03-02 00:36:12+00:00,ZETTAFREAK,"@BrunoArenzo @belo_app @belo_app hizo la gran @lemonapp_ar tan rápido que no nos dimos cuenta.
Todos a @LetsBit_ok,siempre y cuando mantengan el cashback y sino a buscar otra empresa que si lo haga.

#NoToquenElCashback"
1244,2023-03-02 00:33:42+00:00,ZETTAFREAK,"@belo_app hizo la gran @lemonapp_ar tan rápido que no nos dimos cuenta.
Todos a @LetsBit_ok,siempre y cuando mantengan el cashback y sino a buscar otra empresa que si lo haga.

#NoToquenElCashback"
1245,2023-03-02 00:32:40+00:00,vickyguareschi,@yelojoquemira @lemonapp_ar Buenas. Pásame tu lemontag por dm y Contame de donde salió el retiro y de que asi te ayudamos. Sino soporte@lemon.me
1246,2023-03-01 23:56:32+00:00,GastonBaez3,@lemonapp_ar por que suspendieron el envio de mi lemon card? Se esta tardando demasiado desde que la pedi 😒😡
1247,2023-03-01 23:53:25+00:00,scristobal94,@majeokey @manulpz4 @buenbit @lemonapp_ar @belo_app el humor es lo único que nos salva de la vida.
1248,2023-03-01 23:52:19+00:00,majeokey,"@scristobal94 @manulpz4 Si te hice reir, ya todo valio la pena! Tengo EXCELENTE relacion con personas tanto de @buenbit, @lemonapp_ar y @belo_app. 

Son el TRIDENTE CryptoFintech de arg y la buena competencia es lo mejor que hay :) 

Paz!"
1249,2023-03-01 23:16:21+00:00,Carlostones,@lemonapp_ar Casi 800 energías....se van al carajo https://t.co/vdm0S9xJ8c
1250,2023-03-01 23:10:02+00:00,Miludel,@lemonapp_ar Sin luz pero https://t.co/wCaVhaB9Y3
1251,2023-03-01 22:14:59+00:00,mondillomatias,"@lemonapp_ar sin luz, pero campeón del mundo"
1252,2023-03-01 21:26:21+00:00,mel_bntz,@lemonapp_ar Sin luz pero enviando por lightning ⚡️
1253,2023-03-01 21:13:28+00:00,Paneiss,@lemonapp_ar Sin luz pero a full
1254,2023-03-01 21:08:32+00:00,ramcalello,@lemonapp_ar Sin luz pero con mensajes a través de Lemontag
1255,2023-03-01 21:04:33+00:00,quiquin_quiquin,@lemonapp_ar Sin luz pero con proof of reserves
1256,2023-03-01 21:03:10+00:00,Frannco,@lemonapp_ar Sin luz pero con airdrop de @optimismFND
1257,2023-03-01 20:58:28+00:00,salvoelnombre,@lemonapp_ar Sin luz pero con NFTs
1258,2023-03-01 20:57:38+00:00,nogarojazmin,@lemonapp_ar Sin luz pero comprando unos satoshis
1259,2023-03-01 20:56:20+00:00,aloblasco,@lemonapp_ar Sin luz pero con handle Lens
1261,2023-03-01 20:10:03+00:00,InversoBot,"BNB-ARS COMPRA/VENTA: 

@buenbit: 110,613 / 107,391

@CryptoMKT: 109,792 / 105,248

@tiendacrypto: 110,613 / 108,805

@lemonapp_ar: 110,197 / 107,326"
1262,2023-03-01 20:05:49+00:00,AndresA25418275,@lemonapp_ar El que puso Crypto recibirá dólares... Digo Crypto https://t.co/Yg6UwRKu3G
1263,2023-03-01 20:05:02+00:00,InversoBot,"AXS-ARS COMPRA/VENTA: 

@buenbit: 3,619 / 3,513

@RipioApp: 3,669 / 3,445

@BitsoArg: 3,625 / 3,507

@lemonapp_ar: 3,605 / 3,498"
1264,2023-03-01 20:00:07+00:00,InversoBot,"AVAX-ARS COMPRA/VENTA: 

@buenbit: 6,369 / 6,183

@CryptoMKT: 6,332 / 6,057

@LetsBit_ok: 6,384 / 6,230

@lemonapp_ar: 6,347 / 6,162

@SatoshiTango: 6,355 / 5,842"
1265,2023-03-01 19:00:04+00:00,InversoBot,"BTC-ARS COMPRA/VENTA: 

@belo_app: 8,637,212 / 8,328,762
@buenbit: 8,690,800 / 8,437,600
@lemonapp_ar: 8,663,665 / 8,417,025
@tiendacrypto: 8,696,435 / 8,554,259
@RipioApp: 8,827,688 / 8,300,501
@fiwind_io: 8,672,358 / 8,589,426
@SatoshiTango: 8,651,253 / 8,001,275"
1266,2023-03-01 18:15:46+00:00,elrafiss,@Mau_Albornoz @fmvip Los pagos con tarjetas preparas tipo @lemonapp_ar  entran en el reintegro?
1267,2023-03-01 18:01:38+00:00,manuferraritano,"@aardid @Kriptonmarket @LetsBit_ok @buenbit @DECRYPTO_la @belo_app @lemonapp_ar Espero 🔜. 

@mbeaudroit @lemoncheli 

😄😄"
1268,2023-03-01 17:44:21+00:00,maxirosson,@belo_app @LEMONAPP__AR Admito que es la mejor desarrollada de todas las apps del rubro que probe. Pero me decepcionaron bastante con las justificaciones que dieron para el fin del cashback. Creo que dieron malos consejos financieros a la gente.
1269,2023-03-01 17:34:11+00:00,icemodding,@maxirosson @belo_app @LEMONAPP__AR Juaaaaaask y a Lemongarch? Naaaaaaah 😂
1270,2023-03-01 17:34:03+00:00,maxirosson,"@belo_app @LEMONAPP__AR Para el que arranca, le puede servir, pero la realidad es que el BTC se compra sin KYC."
1271,2023-03-01 17:31:15+00:00,belo_app,"@maxirosson @LEMONAPP__AR Estabas sólo por el cashback, Maxi? https://t.co/DuAn8Kuhr0"
1272,2023-03-01 17:25:25+00:00,maxirosson,A partir de hoy dejo de usar @belo_app ya que no da mas cashback al pagar en pesos. No tiene ningun sentido la app sin esa ventaja. Vuelvo a @LEMONAPP__AR  mientras dure el cashback. Recuerden que aca pueden comparar los distintos esquemas de #cashback: https://t.co/92iPwfVLcC
1273,2023-03-01 16:42:53+00:00,gotte_sebas,@lemonapp_ar 🫠🫠
1274,2023-03-01 16:29:11+00:00,PaiSand,"Ahí vamos otra vez...
@lemonapp_ar"
1275,2023-03-01 16:13:14+00:00,Mraiok,@lemonapp_ar  no me llega la tarjeta!!!!!
1276,2023-03-01 14:57:10+00:00,GunternBruno,@lemonapp_ar Por qué listaron AXS?
1277,2023-03-01 14:53:33+00:00,ToronjaRabiosa,@lemonapp_ar Que vuelvan los 2% fijos de cashback 🙏🏻
